1.259994	0x2b0,10
1.261989	0x2ba,8
1.268280	0x2c2,4
1.269328	0x848,8
1.271211	0x2c6,4
1.272713	0x248,14
1.275174	0x240,6
1.278071	0x256,16
1.281040	0x97c,8
1.282379	0x986,6
2.233443	0x984,2
2.234595	0x266,6
2.236712	0x26e,6
2.238897	0x276,14
2.241674	0x94a,12
2.261062	0xa00,20
2.263774	0x9fc,2
2.264705	0xa14,6
2.265917	0xa1a,8
2.267756	0xa28,8
2.269098	0xa3e,2
2.270622	0xa8c,18
2.273326	0x9fe,2
2.274036	0xa9e,4
2.274822	0xa3a,4
2.277422	0x284,4
2.279308	0x98c,16
2.307279	0x99c,8
2.309294	0xb78,12
2.313753	0x9a4,10
2.317996	0x9ba,6
2.319342	0x224,6
2.320355	0x232,2
2.322485	0x9c0,4
2.324226	0x9ae,2
2.325862	0x288,8
2.329549	0x916,24
3.130925	0x92e,6
3.132920	0x8fc,12
3.140190	0x858,60
3.152755	0x58c,26
3.182933	0x5a6,12
3.184298	0x330,6
3.186856	0x336,10
3.188508	0x310,6
3.189443	0x2ec,2
3.190593	0x2ee,10
3.192401	0x316,2
3.193847	0x340,6
3.196219	0x346,14
3.198301	0x318,6
3.200023	0x2fc,10
3.202026	0x306,2
3.202418	0x308,2
3.203211	0x31e,2
3.204474	0x354,4
3.206487	0x5b2,6
3.207876	0x5b8,8
3.211926	0x5c0,34
3.242264	0x5e2,54
3.249935	0x618,18
3.255504	0x688,38
3.261491	0x894,4
3.263145	0x898,10
3.265830	0x720,20
3.269796	0x73e,12
3.298843	0x78e,26
3.302101	0x7a8,6
3.306148	0x394,42
3.310554	0x7ae,2
3.311656	0x760,12
3.315102	0x7b0,26
3.318352	0x7de,18
3.320763	0x7ca,6
3.322013	0x7d0,6
3.323330	0x3be,6
3.326762	0x3c4,34
3.331710	0x7d6,8
3.334667	0x834,14
3.337007	0x806,14
3.359418	0x81e,10
3.361351	0x778,4
3.364108	0x8a2,12
3.366856	0x8ae,14
8.097541	0x8bc,12
8.099595	0x8c8,2
8.101203	0x8ca,16
